4.6	18.1	0	0	1	1	SingleCell
-75.2	-11.5	27.3	28.1	4	2	96well 3x3
-75.0	-14	27.4	18.5	4	3	96well 3x2 (horizontal)
-82	-8.5	18.2	26.5	6	2	96well 2x3 (vertical)
-77	-7	27.33	27	4	2	96well ULA 3x3
5	42.3	0	0	1	1	96well ULA LND 3x2
-72	-4	38.5	37	3	2	24well 2x2
-77.9	-7.8	27.33	27	4	2	96well flat bottom 3x3 good
